nitrogen,phosphorus,potassium,ph,moisture,temperature,recommended_fertilizer,advice
70,79,79,5.9,50,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
71,40,42,6.0,53,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
57,60,78,5.9,50,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
72,57,58,6.5,37,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
10,31,43,5.4,39,29,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
64,80,85,7.4,47,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
43,64,57,7.1,58,23,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
78,88,71,6.2,32,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
31,13,36,6.4,35,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
35,69,68,7.0,40,32,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
19,16,48,5.6,49,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
64,60,56,7.1,37,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
70,62,70,6.2,67,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
43,32,85,5.7,62,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
67,56,83,6.6,55,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
69,54,85,6.9,36,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
37,14,50,6.8,47,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
93,57,79,7.0,41,32,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
82,28,92,7.0,26,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
14,28,23,5.9,45,34,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
26,27,11,6.4,35,20,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
64,28,93,6.7,49,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
54,83,79,6.8,31,35,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
36,25,13,5.2,19,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
22,38,41,6.8,27,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
72,33,72,5.6,63,35,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
89,75,85,7.1,36,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
70,64,83,6.3,40,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
61,70,82,7.1,29,28,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
66,59,90,6.3,30,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
34,21,37,6.6,25,20,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
61,60,91,7.4,48,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
29,26,18,6.3,28,38,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
64,74,74,7.1,49,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
63,65,75,6.0,44,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
10,18,48,6.0,22,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
25,24,18,5.7,46,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
90,74,86,5.8,57,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
45,40,36,5.7,41,37,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
51,28,83,7.5,34,31,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
61,58,62,6.4,69,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
62,77,69,7.4,48,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
61,57,39,7.0,35,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
58,67,59,6.4,37,34,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
76,56,59,7.1,42,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
30,24,46,6.0,46,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
44,6,10,6.2,51,30,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
53,81,72,6.8,60,31,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
34,41,29,6.0,34,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
17,16,23,5.7,44,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
53,45,37,6.1,33,33,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
63,64,77,5.9,41,19,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
38,60,63,7.0,55,29,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
68,22,88,7.3,50,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
46,24,95,7.2,61,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
74,57,66,6.2,42,25,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
60,35,99,6.6,43,35,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
13,21,44,5.3,39,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
48,25,27,6.4,58,24,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
42,38,82,6.3,67,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
22,46,41,6.8,60,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
87,63,66,7.3,69,28,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
94,60,72,6.0,37,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
45,80,75,7.1,37,22,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
20,44,19,5.8,50,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
42,65,95,6.2,62,30,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
24,12,49,6.5,34,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
62,77,74,6.1,27,19,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
35,29,23,5.9,35,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
13,30,21,6.2,28,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
30,35,20,6.9,43,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
46,58,35,5.9,53,31,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
30,48,36,6.0,22,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
43,65,17,6.6,58,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
