nitrogen,phosphorus,potassium,ph,moisture,temperature,soil_health
97.23,44.91,60.67,8.22,20.45,41.92,Moderate
63.08,66.63,145.35,4.73,74.6,30.33,Moderate
108.62,19.17,82.34,7.19,41.94,19.18,Healthy
44.18,86.17,10.0,7.34,79.96,15.2,Poor
32.55,69.04,13.7,6.86,57.88,30.88,Moderate
61.13,71.24,91.17,5.33,49.42,38.81,Moderate
103.36,49.82,51.63,4.84,27.12,15.3,Moderate
148.13,26.14,123.16,5.17,29.85,26.29,Moderate
55.42,80.84,143.87,8.0,20.75,35.97,Moderate
30.71,91.77,80.09,5.85,20.99,15.32,Poor
44.71,91.83,120.6,8.38,17.05,30.99,Poor
46.0,56.58,51.47,5.63,50.17,19.95,Moderate
75.68,66.83,23.59,8.22,45.4,37.13,Moderate
101.55,72.45,108.84,8.0,52.95,22.51,Moderate
23.93,62.59,14.62,5.47,14.25,29.82,Poor
32.45,62.99,119.68,7.79,31.67,29.82,Moderate
88.82,49.92,99.99,5.34,78.55,17.65,Moderate
126.09,61.44,40.5,7.48,15.91,35.91,Moderate
92.6,15.52,16.53,7.5,30.51,39.01,Moderate
116.69,71.33,45.4,7.34,76.37,17.47,Moderate
55.66,27.29,62.02,7.47,43.2,30.41,Healthy
53.98,18.42,43.71,7.94,52.17,25.21,Moderate
120.59,11.12,41.81,5.42,78.98,34.06,Moderate
96.49,5.47,31.72,7.04,36.58,39.96,Moderate
117.06,47.5,113.68,8.4,42.27,32.35,Moderate
138.61,28.62,133.55,4.89,55.39,36.14,Poor
96.04,52.08,94.52,5.11,25.09,22.29,Healthy
93.69,46.98,40.45,8.03,36.17,27.04,Healthy
67.36,22.28,111.09,6.29,11.14,41.03,Moderate
124.21,73.74,131.02,8.13,33.62,31.5,Moderate
95.23,30.39,37.18,4.96,56.15,36.08,Healthy
116.53,35.05,34.76,6.31,48.28,39.82,Healthy
132.48,92.03,128.29,8.36,42.58,16.28,Poor
21.7,42.08,42.36,5.18,76.72,20.28,Poor
144.31,77.28,97.94,7.2,33.2,32.45,Moderate
36.14,94.08,48.76,5.52,59.78,32.72,Moderate
73.18,65.08,28.13,7.19,28.94,22.37,Healthy
32.71,36.58,53.03,6.32,23.33,20.21,Healthy
85.84,17.24,104.89,8.28,39.88,39.33,Moderate
23.76,9.08,109.6,7.54,69.01,16.53,Poor
118.77,40.77,48.98,5.19,79.72,16.72,Poor
125.78,65.75,111.59,7.35,70.09,19.96,Moderate
10.12,61.86,56.31,5.0,23.03,23.96,Moderate
19.83,10.41,137.82,5.75,78.76,41.04,Poor
29.96,72.92,92.12,7.26,16.73,20.09,Moderate
20.73,62.39,148.06,7.19,59.75,41.58,Poor
104.92,8.82,130.72,5.96,10.31,28.7,Poor
141.18,29.45,76.27,5.2,14.04,17.17,Poor
111.78,87.09,25.78,5.65,23.65,15.73,Moderate
87.48,71.49,98.94,6.05,48.85,17.54,Healthy
31.6,93.52,115.42,8.19,74.17,32.53,Poor
139.95,44.59,5.52,4.75,17.66,17.57,Poor
59.24,71.62,119.64,6.86,20.25,35.19,Moderate
59.67,6.23,45.69,5.82,29.2,36.92,Moderate
116.39,71.08,25.16,7.73,57.4,20.26,Moderate
100.73,50.93,68.71,4.95,46.28,17.7,Healthy
33.0,17.59,143.35,5.64,34.86,23.7,Moderate
135.76,58.48,138.28,5.7,18.04,30.02,Poor
58.38,81.18,132.52,6.39,78.0,29.93,Moderate
47.93,51.45,10.41,7.72,17.1,23.34,Moderate
89.14,9.08,16.5,7.28,15.02,27.88,Poor
57.42,26.67,32.37,7.55,76.61,18.78,Moderate
144.36,61.5,98.04,7.34,59.29,37.13,Healthy
77.69,55.67,51.95,4.92,56.52,15.91,Moderate
48.59,13.95,32.66,7.05,53.99,26.37,Healthy
22.62,46.17,56.15,7.38,50.53,28.27,Healthy
78.18,96.8,114.66,6.49,43.55,15.71,Moderate
141.95,35.32,42.11,8.5,60.31,16.28,Poor
18.66,7.42,91.94,4.79,75.34,40.3,Poor
86.45,63.58,47.32,4.76,61.62,17.75,Healthy
21.98,34.57,6.81,6.24,59.54,36.64,Moderate
94.6,85.45,63.94,7.9,45.45,21.02,Healthy
142.18,31.12,8.8,5.47,35.67,24.49,Moderate
83.45,88.9,47.39,6.58,33.81,37.19,Moderate
32.06,14.83,77.93,7.19,65.69,30.92,Moderate
118.34,42.31,9.77,4.96,12.71,23.88,Poor
79.37,38.85,86.29,6.42,57.46,33.01,Healthy
54.53,37.89,89.85,6.89,32.03,23.92,Healthy
107.17,66.5,24.58,6.26,72.49,15.98,Moderate
129.72,20.5,78.55,6.2,10.71,39.72,Moderate
73.69,95.66,46.58,7.97,74.57,30.03,Moderate
38.37,70.1,84.6,8.28,40.75,22.25,Moderate
29.36,71.37,146.25,4.61,61.83,40.03,Poor
20.47,15.47,105.33,7.09,14.82,37.53,Moderate
83.28,91.18,132.31,7.75,46.11,21.8,Moderate
80.84,14.58,100.53,5.04,45.78,16.47,Poor
51.93,27.05,94.9,7.65,14.01,37.96,Moderate
130.51,37.52,100.56,6.11,20.79,29.27,Moderate
22.09,88.45,139.02,7.79,49.38,30.06,Poor
147.85,28.55,16.01,6.75,33.01,23.7,Moderate
10.99,61.64,43.28,5.25,12.83,24.84,Moderate
133.06,36.98,103.47,7.53,32.97,37.18,Moderate
106.86,58.13,5.14,4.64,79.36,36.12,Poor
141.26,90.72,7.96,7.67,41.58,36.32,Poor
10.94,32.38,113.94,7.67,53.38,23.13,Moderate
53.45,96.84,68.69,6.29,48.66,26.06,Healthy
87.37,46.07,124.87,8.14,75.25,30.24,Moderate
71.9,72.0,126.56,6.75,59.0,35.24,Moderate
104.7,75.88,35.25,6.49,51.18,15.07,Healthy
129.83,62.95,23.72,7.77,60.19,35.47,Moderate
64.89,86.15,65.03,6.78,10.04,32.41,Moderate
110.54,58.88,77.0,7.74,57.7,22.51,Healthy
144.27,72.19,148.25,8.39,74.32,35.4,Poor
95.32,21.36,83.79,7.56,46.46,38.44,Moderate
25.35,41.19,78.36,6.23,17.6,19.15,Moderate
127.27,51.02,12.06,4.57,43.14,19.44,Moderate
108.72,80.56,38.1,6.87,20.81,23.2,Healthy
134.43,56.69,133.45,5.4,33.1,27.72,Moderate
77.21,99.78,21.59,7.91,70.46,29.94,Moderate
58.17,54.33,47.41,7.7,44.88,40.0,Moderate
97.18,53.86,108.11,6.52,73.32,19.98,Moderate
146.27,82.16,129.81,6.43,68.6,23.28,Moderate
116.67,18.34,49.52,6.28,32.56,25.45,Healthy
124.81,29.38,113.07,4.79,63.6,36.38,Moderate
66.24,73.64,137.7,7.7,37.33,28.07,Moderate
119.11,32.8,121.56,5.81,66.42,17.34,Moderate
16.22,99.78,131.07,8.03,76.59,26.83,Poor
50.16,17.35,77.68,5.38,75.49,15.11,Moderate
30.05,28.42,33.85,5.4,55.92,23.84,Healthy
96.1,89.57,92.37,7.28,35.59,19.31,Healthy
54.88,96.61,95.16,5.61,41.56,37.56,Moderate
103.58,58.26,133.35,7.19,54.99,20.12,Healthy
24.89,96.69,91.83,6.16,51.23,16.67,Poor
125.1,25.58,121.66,6.64,29.36,15.82,Moderate
124.22,21.76,12.51,7.52,34.5,25.51,Moderate
44.59,86.62,48.11,5.34,31.65,20.49,Moderate
54.47,12.88,27.99,6.17,71.56,16.55,Moderate
39.77,91.29,134.05,7.22,26.83,26.33,Moderate
39.57,17.22,60.1,6.8,35.2,31.49,Healthy
51.48,37.86,119.65,8.01,32.54,30.43,Moderate
48.94,10.07,111.99,5.18,39.8,28.15,Moderate
35.83,13.98,55.46,8.31,53.06,25.3,Moderate
15.45,62.03,18.38,6.67,62.64,26.44,Moderate
51.92,9.5,8.59,6.22,71.83,21.59,Moderate
90.37,70.01,13.82,5.11,33.19,33.09,Moderate
71.46,74.75,130.8,7.53,79.46,35.37,Moderate
129.31,84.07,110.89,7.71,75.43,27.83,Moderate
99.36,53.92,128.4,6.23,67.38,36.58,Moderate
144.66,28.65,107.89,7.53,75.54,39.49,Poor
90.29,60.02,29.26,8.4,27.85,34.57,Moderate
121.41,46.92,35.62,5.26,69.95,28.79,Moderate
22.62,73.12,41.27,8.01,31.67,20.41,Moderate
21.88,53.6,70.36,7.51,42.52,24.28,Healthy
46.63,31.42,139.54,5.16,79.17,23.83,Poor
22.37,28.63,13.47,7.66,45.88,24.1,Moderate
102.69,64.91,141.28,8.35,57.65,37.08,Moderate
120.94,51.67,107.15,4.81,63.06,40.97,Moderate
21.9,84.43,140.28,5.4,46.74,40.05,Poor
144.43,17.15,55.61,7.29,25.51,23.77,Moderate
13.26,19.58,86.54,7.11,55.42,36.02,Moderate
68.14,30.98,7.26,5.33,31.87,19.81,Moderate
12.82,19.96,101.58,7.02,75.5,36.55,Moderate
89.49,18.07,86.79,4.75,40.16,25.54,Healthy
69.89,31.58,104.45,7.86,63.8,31.95,Healthy
85.37,7.95,109.83,6.68,28.95,23.85,Moderate
140.98,64.31,74.01,6.98,38.96,27.69,Healthy
50.64,46.79,104.41,4.66,65.65,22.64,Moderate
105.56,66.06,99.63,6.93,77.14,28.73,Healthy
112.52,72.02,39.26,5.63,39.68,22.5,Healthy
61.34,42.14,92.56,5.38,66.3,26.81,Healthy
108.87,12.74,73.14,4.61,57.31,24.28,Moderate
142.9,35.79,86.75,5.53,53.41,27.61,Healthy
61.89,24.35,21.17,4.98,79.93,26.13,Moderate
10.27,95.53,7.9,6.17,60.22,39.69,Poor
109.8,49.04,146.29,4.66,79.08,37.93,Poor
140.05,29.2,25.66,7.15,46.11,29.13,Healthy
139.45,63.91,50.1,6.1,19.34,20.19,Moderate
30.07,81.98,107.21,6.62,36.21,33.05,Moderate
123.81,88.72,84.32,7.78,45.79,27.81,Moderate
131.16,41.71,62.41,5.72,46.31,29.71,Healthy
102.46,45.9,36.59,7.97,34.22,39.92,Moderate
39.03,58.21,82.81,7.81,19.72,39.57,Moderate
84.4,60.68,78.97,4.64,44.8,22.12,Healthy
57.98,66.66,77.17,4.87,15.11,20.01,Moderate
36.72,62.79,30.78,8.03,24.68,17.46,Moderate
132.6,33.06,66.69,8.34,76.11,34.3,Moderate
19.65,61.37,148.42,8.29,17.42,25.69,Poor
54.18,17.32,105.75,5.6,34.14,17.44,Moderate
79.72,20.03,67.65,5.07,76.77,18.91,Moderate
83.06,23.71,16.07,5.31,13.83,18.76,Moderate
79.09,66.92,17.66,6.26,50.69,21.32,Healthy
62.09,11.82,36.92,6.37,79.33,41.9,Poor
147.15,45.19,16.7,5.79,26.64,15.38,Poor
23.33,48.05,54.25,5.22,60.13,24.64,Healthy
129.26,27.89,83.07,5.24,44.67,19.12,Moderate
32.62,63.16,43.25,5.19,75.08,16.16,Poor
89.12,57.09,41.34,6.31,16.14,34.47,Healthy
41.04,23.37,50.66,8.11,65.75,40.57,Moderate
101.27,67.98,74.6,8.12,45.76,24.59,Healthy
99.65,56.88,22.98,6.07,31.93,37.86,Moderate
63.04,83.05,69.15,7.51,19.47,39.97,Moderate
77.28,29.68,40.02,5.56,35.67,34.37,Healthy
142.94,68.56,84.34,6.29,67.97,37.94,Moderate
51.03,95.57,62.29,7.7,77.68,34.0,Moderate
32.62,60.68,22.22,7.66,29.69,33.77,Moderate
137.41,22.2,61.96,7.09,39.38,19.72,Moderate
14.07,43.63,99.14,6.8,20.94,27.17,Healthy
61.73,31.05,110.74,5.74,47.81,39.93,Moderate
85.5,63.62,15.62,5.21,17.07,35.65,Moderate
127.03,22.71,36.79,5.79,51.38,31.79,Moderate
106.15,90.99,47.78,7.14,49.18,23.26,Healthy
137.04,14.07,108.24,7.41,74.07,29.0,Moderate
55.03,83.64,116.77,6.5,63.75,22.23,Moderate
92.53,87.19,51.11,6.43,76.57,36.55,Moderate
134.19,41.6,149.49,5.11,46.31,27.94,Moderate
121.78,91.32,111.02,7.01,39.92,28.78,Moderate
81.3,6.94,77.94,7.92,59.65,36.48,Moderate
64.67,55.25,9.86,6.03,43.21,21.89,Healthy
14.37,70.59,68.09,6.16,27.5,29.52,Moderate
71.32,50.03,89.23,4.53,73.54,16.92,Moderate
73.13,24.7,80.95,5.62,70.2,25.7,Moderate
99.43,28.64,7.81,6.12,47.55,27.41,Healthy
144.68,72.15,149.37,5.68,65.23,30.0,Moderate
95.65,98.66,99.83,8.1,60.8,18.44,Moderate
107.92,51.01,138.23,7.73,17.29,18.62,Moderate
19.75,51.86,16.71,7.39,48.67,37.57,Moderate
49.17,54.32,22.03,8.04,22.25,17.76,Moderate
38.71,81.59,20.34,6.96,62.23,35.28,Moderate
36.61,10.85,70.08,5.31,58.95,24.63,Moderate
72.91,15.78,87.29,5.24,57.53,16.92,Moderate
146.63,70.03,31.35,4.56,33.41,19.13,Moderate
40.58,87.91,92.46,5.21,48.97,21.91,Moderate
146.67,8.11,111.19,7.59,14.7,19.64,Poor
63.8,87.47,82.86,7.12,64.81,37.36,Healthy
76.68,53.34,109.11,5.55,69.81,15.56,Moderate
37.41,81.02,54.34,5.1,23.07,29.33,Moderate
128.47,11.71,9.42,6.36,76.93,22.53,Poor
144.28,89.33,46.05,7.77,58.01,28.82,Moderate
69.21,82.47,120.0,7.53,79.88,27.92,Moderate
122.97,86.94,35.68,4.67,38.33,38.13,Poor
50.47,71.5,6.07,5.92,53.09,18.5,Moderate
135.52,19.85,136.92,5.37,79.6,31.33,Poor
21.81,11.2,15.86,6.86,66.67,25.88,Poor
72.28,60.98,82.29,7.25,43.03,34.27,Healthy
149.62,38.28,6.77,5.0,48.75,24.29,Poor
141.6,64.61,80.45,7.69,28.1,37.13,Moderate
10.43,63.87,140.54,7.65,69.75,25.72,Moderate
125.39,57.33,94.69,4.74,24.11,29.88,Moderate
18.23,75.44,126.81,8.18,17.12,40.37,Poor
19.47,50.04,126.84,4.78,11.28,15.67,Poor
81.58,82.1,23.48,5.0,49.8,21.33,Moderate
112.23,95.22,116.07,8.01,46.37,37.47,Moderate
35.61,11.49,100.11,4.71,72.47,33.67,Moderate
143.31,34.82,75.49,7.47,26.99,29.63,Healthy
102.33,97.99,112.98,4.97,43.27,30.9,Moderate
30.53,46.04,46.18,4.98,45.84,19.47,Moderate
92.68,21.12,109.92,5.28,72.74,15.71,Moderate
83.08,35.41,37.64,6.39,68.94,39.71,Healthy
52.45,19.65,109.42,6.83,24.07,35.53,Moderate
82.65,67.07,57.1,6.26,22.62,35.43,Healthy
31.98,78.94,120.71,7.49,11.36,22.37,Moderate
75.57,61.58,138.29,6.0,71.25,19.41,Moderate
61.98,9.97,112.66,5.1,27.99,35.93,Moderate
84.86,6.33,5.32,6.54,31.35,19.87,Moderate
95.9,26.7,90.87,6.02,23.07,18.73,Healthy
43.16,7.83,49.68,8.11,68.2,25.04,Moderate
90.62,58.9,125.17,5.45,30.75,23.15,Moderate
15.72,34.9,132.3,8.15,17.67,27.37,Poor
63.39,51.49,85.43,4.58,68.96,41.29,Moderate
101.48,67.74,81.56,5.84,20.43,30.77,Healthy
16.29,83.33,66.03,6.16,32.9,41.17,Moderate
34.49,19.37,29.0,7.13,79.43,21.36,Moderate
136.79,31.47,98.95,4.66,44.7,32.67,Moderate
85.08,27.59,125.13,8.38,42.14,32.17,Moderate
120.66,27.94,130.35,5.62,64.31,18.03,Moderate
50.37,55.69,81.11,7.9,79.73,17.89,Moderate
47.99,38.97,74.44,6.48,69.93,35.81,Moderate
12.64,48.23,94.62,6.34,19.15,25.73,Moderate
67.63,22.83,114.66,5.79,51.23,28.92,Moderate
132.84,16.59,21.57,5.7,40.19,23.06,Moderate
116.85,28.3,17.29,6.16,64.14,37.97,Healthy
112.67,58.0,110.01,7.23,26.41,29.87,Healthy
117.89,35.13,99.83,6.43,45.22,17.43,Healthy
103.27,87.24,25.51,5.96,13.41,15.8,Poor
148.55,51.88,56.55,5.6,78.6,21.81,Moderate
111.6,31.96,15.22,7.23,10.11,33.25,Moderate
45.05,75.88,116.61,7.4,11.71,34.0,Moderate
148.62,28.05,44.76,7.75,21.23,32.84,Moderate
115.7,8.53,85.3,6.8,31.24,38.66,Moderate
32.78,39.6,128.06,5.26,67.5,17.13,Moderate
78.49,12.16,103.3,7.66,69.49,41.49,Moderate
104.08,78.06,78.33,8.15,55.06,38.86,Moderate
42.96,52.19,110.82,5.31,24.79,41.41,Moderate
70.85,22.27,53.06,6.09,53.62,39.92,Healthy
148.12,66.91,106.49,5.79,70.0,20.88,Moderate
24.89,97.46,130.3,5.71,57.26,27.61,Poor
55.24,32.24,24.72,6.7,41.26,28.83,Healthy
40.15,94.17,97.6,8.1,17.65,31.82,Poor
128.92,36.44,33.3,5.56,29.11,27.07,Moderate
55.63,30.77,99.03,4.71,33.83,33.62,Moderate
34.62,25.99,34.1,4.5,43.16,16.05,Poor
48.21,99.51,138.17,5.36,31.7,27.52,Moderate
128.22,81.25,23.31,5.0,39.17,38.49,Moderate
133.49,15.2,88.27,5.12,58.03,39.74,Moderate
73.67,12.89,88.99,6.13,66.76,24.19,Healthy
132.49,31.0,27.84,5.73,12.44,22.59,Moderate
102.42,18.52,21.15,5.03,15.43,38.62,Poor
142.18,9.42,115.21,7.45,79.78,24.39,Poor
49.97,48.04,129.2,7.41,43.01,21.6,Healthy
111.78,86.18,62.99,7.17,38.01,27.92,Healthy
83.49,78.69,146.74,6.28,33.96,25.09,Moderate
28.74,33.21,17.53,6.21,21.72,24.35,Moderate
121.1,28.36,93.72,8.1,49.69,20.23,Healthy
58.27,61.09,78.46,5.09,41.28,29.66,Healthy
47.43,63.18,15.17,5.85,66.3,22.0,Moderate
94.72,43.95,50.89,8.16,34.03,21.39,Healthy
137.3,75.86,103.86,4.7,19.18,32.24,Poor
39.32,26.44,117.98,5.64,15.01,15.98,Moderate
72.04,63.63,130.99,4.94,23.77,29.3,Moderate
60.98,50.84,139.0,6.68,39.06,41.71,Moderate
19.13,93.55,77.74,6.52,74.54,28.7,Moderate
71.38,30.89,100.53,6.78,25.0,34.15,Moderate
100.17,42.75,5.64,6.29,10.42,17.02,Moderate
70.29,12.78,44.97,7.12,31.6,41.94,Moderate
138.28,60.6,145.21,7.97,32.32,35.24,Moderate
29.16,70.03,76.21,4.57,29.2,40.8,Poor
54.22,22.24,32.19,6.42,68.99,35.47,Moderate
71.16,24.83,11.68,6.35,67.03,34.7,Moderate
67.2,61.5,68.26,6.82,46.23,33.39,Healthy
81.08,94.36,67.06,4.56,26.55,28.52,Moderate
85.68,57.48,108.61,5.6,56.54,34.01,Moderate
67.58,43.21,30.94,6.16,65.08,39.54,Healthy
93.11,33.44,103.93,7.46,33.25,37.32,Moderate
20.32,6.02,22.83,5.12,71.53,26.47,Poor
48.49,45.76,62.25,5.71,19.65,32.71,Moderate
29.12,78.67,34.24,7.43,66.39,18.38,Moderate
22.14,95.21,72.14,7.02,11.63,22.53,Poor
80.76,89.19,44.36,7.6,56.35,18.11,Moderate
51.07,27.6,69.17,7.04,40.34,21.6,Healthy
107.42,60.52,80.3,6.72,25.53,33.37,Healthy
64.25,39.53,26.71,6.89,52.19,24.19,Healthy
130.38,85.32,20.81,7.28,37.57,41.99,Moderate
41.5,31.65,69.11,5.57,58.44,27.98,Healthy
40.92,53.11,133.87,7.67,44.92,22.79,Moderate
35.18,88.45,107.97,6.79,71.56,18.29,Moderate
105.55,25.59,22.48,6.36,37.12,40.41,Healthy
55.36,82.42,113.58,7.17,74.43,26.01,Moderate
64.55,20.29,44.99,8.02,43.21,24.22,Healthy
40.26,51.07,108.92,5.65,63.04,32.0,Moderate
120.26,28.84,96.5,5.11,35.47,34.56,Moderate
98.43,22.85,129.46,4.71,51.67,41.56,Poor
84.41,81.06,91.3,7.63,55.89,33.66,Moderate
41.89,75.47,39.5,8.42,25.95,21.39,Moderate
130.21,28.08,57.33,7.36,21.11,19.29,Moderate
78.09,28.15,39.17,4.54,35.93,23.59,Healthy
14.36,64.02,95.87,4.78,32.19,38.57,Poor
91.5,44.14,72.44,5.33,66.83,39.68,Moderate
137.49,26.27,50.06,5.14,31.5,23.99,Moderate
98.63,23.02,138.31,4.91,10.48,38.08,Poor
108.53,38.76,91.35,5.39,21.79,27.72,Healthy
59.45,63.45,36.63,7.15,63.68,19.5,Healthy
16.14,46.76,117.23,7.1,59.13,25.88,Healthy
42.89,55.52,34.63,7.4,23.79,22.86,Healthy
80.92,51.24,92.12,6.25,74.36,37.68,Healthy
133.08,64.8,97.08,6.94,40.44,23.7,Healthy
92.88,7.43,6.08,7.91,13.25,29.17,Poor
96.1,23.83,134.88,5.26,71.92,35.6,Moderate
43.7,19.32,50.85,6.09,27.2,41.97,Moderate
42.15,83.91,28.07,8.42,25.79,26.39,Moderate
88.2,16.43,123.44,5.6,48.45,29.84,Moderate
94.37,10.27,29.45,5.14,31.14,18.91,Moderate
139.07,53.73,95.42,5.93,29.34,28.59,Moderate
51.21,37.65,70.65,6.52,78.9,21.03,Healthy
78.32,19.2,55.75,7.37,22.21,30.7,Healthy
68.34,9.9,140.3,6.15,64.87,26.24,Moderate
141.23,32.59,64.77,7.54,34.06,24.84,Moderate
149.28,57.78,104.96,7.07,67.95,38.27,Moderate
88.86,32.98,8.31,6.96,67.78,27.16,Healthy
33.06,32.37,78.95,7.85,22.02,31.53,Moderate
115.47,93.92,21.92,8.21,52.1,35.7,Moderate
17.53,53.08,95.28,5.73,40.22,29.97,Healthy
87.36,8.98,68.72,5.36,74.17,41.37,Moderate
51.95,21.64,36.83,6.41,71.22,28.5,Moderate
17.75,8.79,37.97,7.87,53.5,30.2,Moderate
54.66,93.3,53.02,7.84,72.71,28.05,Moderate
135.2,31.3,100.47,4.85,43.18,20.87,Moderate
18.79,5.35,52.09,6.86,41.87,23.15,Moderate
148.77,94.25,23.22,6.16,55.42,34.8,Moderate
61.29,75.9,23.0,5.83,60.15,31.89,Moderate
127.21,9.45,30.29,4.69,23.45,15.12,Poor
80.59,55.19,100.39,6.04,10.22,33.2,Moderate
17.6,87.29,8.28,6.62,72.64,30.46,Poor
95.18,69.75,22.75,7.2,71.62,41.3,Moderate
72.03,37.73,114.23,6.67,28.01,19.65,Moderate
33.83,48.62,29.67,4.58,13.65,40.11,Poor
20.21,11.95,70.42,5.48,77.39,39.6,Poor
66.66,47.63,59.39,4.65,30.5,18.31,Moderate
24.33,58.28,19.32,4.91,43.64,26.94,Poor
29.27,5.42,32.98,5.44,66.02,39.72,Poor
66.83,43.48,108.31,7.01,22.89,17.91,Moderate
71.27,58.66,25.11,5.67,31.42,22.06,Moderate
74.51,67.04,78.86,5.31,17.21,37.19,Moderate
77.1,10.9,42.43,7.72,62.62,38.65,Moderate
94.29,45.18,66.86,5.28,55.56,30.8,Healthy
31.68,89.14,58.43,4.7,32.95,38.49,Poor
138.37,51.59,143.67,8.0,67.77,38.21,Poor
63.46,76.86,88.71,7.38,22.45,34.75,Moderate
144.06,33.75,147.99,6.01,23.98,18.03,Moderate
119.89,57.71,49.53,6.93,33.25,27.11,Healthy
130.77,68.48,115.55,6.83,79.4,21.52,Moderate
46.72,13.79,85.33,6.95,60.82,24.06,Healthy
11.72,65.06,149.81,5.68,22.88,22.61,Moderate
69.56,28.84,55.31,7.05,34.15,25.69,Healthy
15.6,92.2,64.0,5.81,16.05,32.12,Poor
130.94,8.91,26.06,5.09,52.16,39.87,Poor
71.29,37.66,116.05,7.47,27.27,19.34,Moderate
60.09,78.68,105.78,7.16,68.06,22.48,Moderate
57.56,9.02,130.97,6.83,30.87,16.87,Poor
111.28,76.13,101.6,5.32,73.93,35.34,Moderate
102.09,66.84,136.13,8.21,51.69,26.25,Moderate
60.92,82.81,98.47,4.81,19.95,39.31,Poor
133.83,95.42,67.04,7.64,67.98,23.52,Moderate
30.35,99.72,9.38,6.89,55.51,33.41,Poor
45.79,73.55,36.38,7.82,25.34,33.81,Moderate
119.68,22.95,39.51,7.62,16.02,20.15,Moderate
73.77,93.37,86.47,6.05,78.49,27.52,Moderate
70.72,44.11,50.27,5.8,58.15,16.1,Healthy
105.45,24.11,60.71,5.09,48.69,34.69,Moderate
59.65,20.52,37.84,7.77,28.74,35.92,Moderate
56.37,22.93,110.46,6.37,12.19,40.92,Moderate
30.69,38.57,60.8,6.46,64.98,15.16,Moderate
140.55,66.37,142.84,7.77,74.95,31.23,Moderate
60.02,47.08,100.41,6.21,61.22,17.48,Healthy
126.2,24.4,141.87,5.12,19.04,36.92,Poor
124.62,75.18,144.28,5.58,67.87,24.51,Moderate
85.24,47.33,5.85,6.8,62.33,19.71,Healthy
140.43,55.39,30.85,7.08,23.43,16.72,Moderate
105.94,15.52,20.4,7.46,13.86,36.86,Moderate
121.46,18.43,80.17,4.89,54.28,16.7,Moderate
142.23,24.73,104.02,5.01,24.67,27.18,Moderate
90.23,99.89,8.76,4.5,34.53,24.89,Poor
133.74,91.7,132.68,5.07,38.85,35.14,Poor
53.77,68.01,39.39,5.79,70.23,21.76,Moderate
145.01,34.09,8.41,5.52,21.98,28.68,Moderate
25.78,64.47,131.86,5.95,21.79,25.8,Moderate
120.04,61.19,19.67,6.65,42.77,23.83,Healthy
25.42,98.21,30.53,5.27,20.19,30.4,Moderate
72.11,28.71,67.27,7.19,29.72,39.71,Healthy
52.89,23.83,143.41,7.74,34.02,37.72,Moderate
82.63,37.94,126.74,7.51,30.85,31.38,Moderate
61.71,5.1,144.46,6.7,51.89,31.2,Moderate
87.09,32.55,145.88,6.99,56.96,27.28,Healthy
50.3,11.11,55.78,5.2,56.35,38.73,Moderate
52.39,36.62,102.2,5.1,75.06,24.82,Moderate
24.17,21.59,140.25,5.49,56.36,19.22,Moderate
37.17,88.53,26.46,4.58,45.09,38.29,Poor
55.64,17.18,147.42,7.21,69.55,35.31,Moderate
107.75,41.53,52.03,7.37,60.17,40.67,Healthy
89.61,32.99,75.98,6.95,39.87,36.36,Healthy
91.85,5.9,87.63,7.03,74.07,26.17,Healthy
90.43,50.12,82.09,4.77,72.81,39.58,Moderate
86.73,57.87,13.35,6.89,40.04,34.14,Healthy
16.6,72.53,46.6,7.11,53.9,21.12,Healthy
71.66,84.39,92.81,4.77,41.0,23.42,Healthy
99.83,63.38,6.51,6.93,61.44,35.76,Healthy
18.26,33.85,66.08,5.22,39.45,16.92,Moderate
25.85,68.53,43.07,7.35,13.37,30.19,Moderate
64.8,80.71,118.67,6.0,53.59,21.14,Healthy
91.26,12.72,68.02,5.23,71.84,27.01,Moderate
92.71,39.24,46.87,5.31,73.83,36.59,Moderate
28.66,75.94,65.69,4.56,46.99,18.51,Moderate
39.39,71.12,42.29,8.07,56.0,37.47,Moderate
96.13,87.54,57.44,6.7,46.11,39.4,Moderate
33.09,59.92,114.39,5.98,70.73,25.07,Moderate
34.26,60.48,65.98,4.56,14.89,20.27,Poor
117.71,89.74,84.12,4.92,47.41,38.1,Poor
114.93,32.65,22.96,8.1,69.79,16.45,Moderate
125.31,14.24,14.18,7.53,47.54,26.19,Moderate
136.54,84.73,13.36,6.96,64.06,29.86,Moderate
147.62,70.17,20.1,5.29,67.84,41.91,Moderate
23.77,14.53,115.69,4.76,14.8,39.0,Poor
122.06,88.75,99.32,5.79,73.44,23.07,Moderate
48.57,89.21,103.72,8.08,20.91,40.71,Poor
95.78,68.46,137.54,6.02,60.37,32.29,Healthy
120.29,90.21,103.61,4.77,22.82,40.76,Poor
145.61,96.9,10.34,6.03,63.18,35.33,Poor
22.03,62.9,25.72,6.47,26.78,16.44,Moderate
21.2,91.53,112.97,8.23,42.9,26.16,Poor
60.18,63.55,55.98,7.49,66.09,38.65,Healthy
43.99,55.07,37.4,4.65,59.55,29.82,Healthy
111.35,13.32,149.35,8.48,42.55,38.38,Poor
44.1,75.07,132.49,7.76,66.82,27.5,Moderate
124.8,70.62,24.21,4.96,64.03,31.89,Moderate
82.71,91.19,100.64,6.08,38.98,31.34,Healthy
