year,state,crop,season,area,production,annual_rainfall,fertilizer,pesticide,yield
2002,Meghalaya,Cotton(lint),Kharif,7310.0,7829.0,4355.3,692037.7,1827.5,1.046667
2005,Karnataka,Coriander,Whole Year,9163.0,1398.0,1316.2,1098826.96,1924.23,0.125714
2005,Karnataka,Arecanut,Whole Year,161151.0,1033658.0,1316.2,19325227.92,33841.71,6.212381
2025,Punjab,Potato,Rabi,109121.03,2866857.9,619.3,23474.14,1548.47,26.272278
2000,Odisha,Rapeseed &Mustard,Rabi,12395.0,1649.0,1066.0,1216817.15,3222.7,0.132759
2012,Chhattisgarh,Peas & beans (Pulses),Rabi,13666.0,5131.0,1366.8,2060832.8,4236.46,0.3496
2004,Karnataka,Safflower,Rabi,94450.0,48832.0,1117.7,10232713.0,19834.5,0.488125
2010,Karnataka,Mesta,Whole Year,1907.0,2405.0,1317.7,316771.77,457.68,1.21
2011,West Bengal,Bajra,Kharif,59.0,22.0,1686.5,9883.68,19.47,0.37
2018,Tripura,Mesta,Kharif,493.0,4118.0,2169.1,79964.6,172.55,8.14625
2010,Madhya Pradesh,Wheat,Rabi,4633125.0,9219781.0,856.3,769608393.7,1111950.0,1.8744
2008,Chhattisgarh,Dry chillies,Whole Year,6013.0,3190.0,1117.9,860099.52,541.17,0.508333
2023,Arunachal Pradesh,Small millets,Kharif,23111.23,21651.93,2221.8,3623176.61,6618.67,0.936857
2003,Madhya Pradesh,Rapeseed &Mustard,Rabi,535540.0,579990.0,1163.0,53007749.2,128529.6,0.743404
2013,Maharashtra,Linseed,Rabi,12100.0,3250.0,1409.8,1748329.0,3267.0,0.34375
2022,Assam,Sesamum,Kharif,12822.05,9829.33,2085.9,1785556.08,3735.7,0.766595
2005,Madhya Pradesh,Small millets,Kharif,33926.0,12835.0,1032.7,4068405.92,7124.46,0.513611
2011,Rajasthan,Cotton(lint),Kharif,2579251.59,1366065.3,532.8,333386.44,17181.29,0.529636
2010,Nagaland,Rapeseed &Mustard,Rabi,27050.0,27080.0,1771.8,4493275.5,6492.0,1.0
2023,Maharashtra,Other Kharif pulses,Kharif,138352.74,55103.28,1137.7,19250374.66,39216.82,0.398281
2024,Uttar Pradesh,Sugarcane,Kharif,2257831.45,142173758.09,727.2,324209301.41,631577.43,62.969164
2015,Gujarat,Wheat,Rabi,857696.0,2315849.0,584.3,135438775.4,283039.68,2.675938
2011,Gujarat,Moong(Green Gram),Kharif,200000.0,87700.0,890.5,33504000.0,66000.0,0.468261
2026,Chhattisgarh,Coconut,Whole Year,62.1,0.62,1301.7,12270.14,20.49,0.01
2014,Uttar Pradesh,Gram,Rabi,558142.0,177054.0,616.4,84257116.32,184186.86,0.490746
2006,Uttarakhand,Sugarcane,Whole Year,118869.0,7267238.0,1178.9,15180759.99,26151.18,61.44
2016,Haryana,Moth,Kharif,600.0,100.0,554.7,91950.0,210.0,0.21
2023,Maharashtra,Ragi,Kharif,105681.22,111431.98,1164.7,18348300.99,32839.48,1.054416
2001,Goa,Cashewnut,Whole Year,54060.0,22976.0,2530.6,5521147.8,14055.6,0.43
2023,Gujarat,Guar seed,Whole Year,179808.68,179400.19,626.2,29015983.07,60567.24,0.997728
2002,Mizoram,Moong(Green Gram),Kharif,13.0,9.0,2627.0,1230.71,3.25,0.69
2018,Meghalaya,Cotton(lint),Kharif,7260.0,8840.0,5649.1,1177572.0,2541.0,1.174
2024,Punjab,Wheat,Rabi,3250196.53,15315739.69,502.5,499451470.66,964273.5,4.71225
2016,Mizoram,Soyabean,Kharif,1019.0,1604.0,2626.8,156161.75,356.65,1.4825
2023,Odisha,Maize,Autumn,25356.8,63734.28,1420.0,4391291.41,7398.94,2.513499
2009,Chhattisgarh,Tobacco,Whole Year,22.0,11.0,956.9,3428.04,3.74,0.39
2014,Himachal Pradesh,Rapeseed &Mustard,Rabi,8626.0,4723.0,1019.9,1302180.96,2846.58,0.491818
2018,Nagaland,Sesamum,Kharif,3700.0,2260.0,1372.7,600140.0,1295.0,0.611818
2003,Goa,Sugarcane,Whole Year,1210.0,57607.0,3011.6,119765.8,290.4,47.61
2003,Karnataka,Cardamom,Whole Year,19480.0,1106.0,867.6,1928130.4,4675.2,0.061429
2014,Chhattisgarh,Sunflower,Kharif,2883.0,1001.0,1274.7,435217.68,951.39,0.370526
2008,Bihar,Turmeric,Whole Year,2610.0,3027.0,1197.7,373334.4,234.9,1.153
2011,Manipur,Potato,Whole Year,14400.0,122000.0,1533.6,2412288.0,4752.0,8.478889
2021,West Bengal,Castor seed,Kharif,62.42,23.24,1642.1,9184.45,16.5,0.372275
2026,Nagaland,Sugarcane,Kharif,3242.99,149172.37,1442.8,543422.18,973.98,45.998354
2008,Maharashtra,Maize,Kharif,550100.0,1323000.0,1052.8,78686304.0,49509.0,1.992222
2007,Tripura,Sugarcane,Whole Year,959.0,46678.0,2831.8,127930.6,153.44,49.0375
2025,Andhra Pradesh,Oilseeds total,Kharif,553039.43,2728386.42,928.9,102030283.6,212181.25,4.933439
2018,Tamil Nadu,Ginger,Whole Year,377.0,7263.0,986.2,61149.4,131.95,19.864286
2008,Gujarat,Wheat,Rabi,1091400.0,2592600.0,746.1,156113856.0,98226.0,2.349615
2008,Uttarakhand,Sesamum,Kharif,2228.0,478.0,1363.7,318693.12,200.52,0.2125
2015,Kerala,Small millets,Whole Year,14.0,10.0,2602.9,2210.74,4.62,0.71
2016,Bihar,Mesta,Kharif,16323.0,38666.0,1205.6,2501499.75,5713.05,2.346875
2016,Karnataka,Banana,Whole Year,28977.83,951264.42,2829.4,7879.62,111.72,32.827313
2018,Uttar Pradesh,Onion,Rabi,14729.0,227984.0,792.8,2389043.8,5155.15,15.801467
2001,Himachal Pradesh,Gram,Rabi,1144.0,1004.0,918.1,116836.72,297.44,0.763
2022,Meghalaya,Sugarcane,Whole Year,109.42,323.24,3702.6,14394.08,26.36,2.954214
2009,Meghalaya,Gram,Rabi,561.0,351.0,2995.9,87415.02,95.37,0.59
2018,Gujarat,Rice,Kharif,809367.0,1819260.0,1125.4,131279327.4,283278.45,2.131
2026,Mizoram,Soyabean,Kharif,1231.13,1763.37,2660.1,182635.45,390.86,1.432315
2007,Mizoram,other oilseeds,Kharif,3398.0,702.0,3095.2,453293.2,543.68,0.2225
2000,Tamil Nadu,Ragi,Kharif,165144.0,283091.0,971.1,16212186.48,42937.44,1.63125
2009,Meghalaya,Potato,Whole Year,17712.0,162445.0,2995.9,2759883.84,3011.04,7.318571
2024,Himachal Pradesh,Other Kharif pulses,Kharif,5247.02,4996.13,1176.0,774345.99,1326.58,0.952185
2001,Jammu and Kashmir,Cotton(lint),Kharif,69.0,34.0,953.8,7046.97,17.94,0.49
2005,Punjab,Guar seed,Whole Year,23900.0,17800.0,566.7,2866088.0,5019.0,0.786667
2016,Nagaland,Rapeseed &Mustard,Rabi,27400.0,27760.0,1959.8,4199050.0,9590.0,1.012727
2023,Jammu and Kashmir,Small millets,Kharif,2002.48,978.3,1089.2,310042.19,639.73,0.488547
2002,Karnataka,Cardamom,Whole Year,19405.0,1103.0,860.8,1837071.35,4851.25,0.062857
2017,Tripura,Sesamum,Kharif,7035.0,4151.0,3326.8,1107590.4,2673.3,0.59625
2022,West Bengal,Peas & beans (Pulses),Rabi,13553.81,15591.51,1535.1,1906379.83,3780.62,1.150342
2014,Uttar Pradesh,Sesamum,Kharif,322820.0,63599.0,616.4,48732907.2,106530.6,0.180857
2021,Madhya Pradesh,Coriander,Whole Year,179302.47,357410.95,1042.3,26444733.16,53099.91,1.993341
2021,Maharashtra,Turmeric,Kharif,28018.53,193899.98,1202.5,6854.05,192.25,6.92042
2009,Assam,Sweet potato,Whole Year,6806.0,23969.0,1727.1,1060510.92,1157.02,3.410741
2024,Bihar,Other Kharif pulses,Kharif,2420.57,2246.9,1147.0,369258.64,673.09,0.928251
2015,Karnataka,Tomato,Whole Year,16699.96,369516.33,2027.6,2915.88,44.29,22.126779
2010,Andhra Pradesh,Safflower,Rabi,13090.0,8897.0,1297.0,2174379.9,3141.6,0.705
2005,Uttar Pradesh,Sugarcane,Kharif,2155791.0,125469871.0,751.9,258522456.7,452716.11,48.789286
2023,Tripura,Jute,Kharif,660.55,5951.77,1940.9,89881.18,168.64,9.010267
2005,Rajasthan,Sesamum,Kharif,19436.92,8857.8,331.6,3712.57,210.97,0.45572
2021,Odisha,Mustard,Rabi,384150.57,686593.67,1292.3,117814.89,3155.31,1.787304
2022,Manipur,Moong(Green Gram),Kharif,454.78,549.77,1359.3,63397.15,115.64,1.208857
2019,Bihar,Maize,Autumn,209307.0,434878.0,1194.7,35950570.32,77443.59,2.31625
2004,West Bengal,Ginger,Kharif,9125.0,18781.0,1612.9,988602.5,1916.25,1.765556
2007,Jharkhand,Arhar/Tur,Rabi,17977.63,26212.0,1444.7,2398215.84,2876.42,1.472273
2023,Haryana,Barley,Rabi,35844.39,149797.8,378.4,5102988.39,8862.05,4.179114
2025,Haryana,Sunflower,Kharif,5986.4,20103.25,477.2,998879.17,1655.76,3.358155
2007,Nagaland,Jowar,Kharif,800.0,1050.0,1769.0,106720.0,128.0,1.315714
2014,Assam,Urad,Rabi,52830.0,34237.0,1899.0,7975216.8,17433.9,0.634444
2018,Maharashtra,Urad,Kharif,366614.0,154473.0,1387.4,59464790.8,128314.9,0.411379
2018,Haryana,Wheat,Rabi,2553100.0,12573000.0,533.2,414112820.0,893585.0,4.825
2009,Chhattisgarh,Sesamum,Kharif,19601.0,8647.0,956.9,3054227.82,3332.17,0.457778
2008,Uttar Pradesh,Maize,Kharif,769793.0,1151245.0,891.6,110111190.7,69281.37,1.366765
2025,Andhra Pradesh,Cowpea(Lobia),Kharif,8124.25,3351.13,892.4,1551351.89,3066.83,0.412485
2000,Puducherry,Other  Rabi pulses,Rabi,64.0,125.0,1434.6,6282.88,16.64,1.18
2025,Meghalaya,Coriander,Whole Year,365.43,948.82,4959.5,70824.32,146.25,2.596422
2006,Tamil Nadu,Sweet potato,Whole Year,1127.0,18933.0,927.9,143929.17,247.94,17.747407
2016,Tamil Nadu,Tapioca,Whole Year,76420.0,2012746.0,912.4,11711365.0,26747.0,26.677419
2007,Gujarat,Sugarcane,Whole Year,211000.0,15190000.0,1021.6,28147400.0,33760.0,71.189375
2007,Haryana,Potato,Whole Year,9917.0,177600.0,443.8,1322927.8,1586.72,15.531667
2026,Tripura,Peas & beans (Pulses),Rabi,1740.52,1811.1,2194.0,304016.85,563.32,1.040549
2021,Manipur,Sesamum,Kharif,1075.92,263.26,1488.1,124181.83,245.49,0.244687
2011,Gujarat,Guar seed,Whole Year,128300.0,74500.0,890.5,21492816.0,42339.0,0.628462
2008,Meghalaya,Tobacco,Whole Year,664.0,436.0,3114.3,94978.56,59.76,0.7275
2018,Puducherry,Other Summer Pulses,Summer,10.0,10.0,1693.9,1622.0,3.5,1.0
2015,Rajasthan,Barley,Rabi,31638.03,89342.32,578.8,8579.22,320.79,2.82389
2026,Puducherry,Ginger,Kharif,202.41,174.8,1437.0,22484.94,51.53,0.863597
2014,Andhra Pradesh,Arecanut,Kharif,483.0,338.0,687.6,72913.68,159.39,1.775
2014,West Bengal,Masoor,Rabi,65972.0,63516.0,1483.5,9959133.12,21770.76,0.870556
2006,Kerala,Rubber,Whole Year,37339.39,50493.95,3007.5,6144.13,270.27,1.352297
2011,Puducherry,Groundnut,Kharif,16.0,30.0,1434.6,2680.32,5.28,1.88
2020,Maharashtra,Bajra,Kharif,1493165.5,2864880.09,2115.1,201880.37,7924.53,1.918662
2025,Bihar,Sugarcane,Whole Year,163716.36,12777563.15,1373.6,28870637.95,51979.76,78.046954
2016,Meghalaya,Cowpea(Lobia),Rabi,1661.0,2512.0,3837.1,254548.25,581.35,1.630909
2020,Telangana,Rice,Kharif,677441.15,2533237.83,637.8,175133.35,9354.76,3.739421
2000,Sikkim,Rice,Kharif,15218.0,21358.0,2504.8,1493951.06,3956.68,1.4225
2003,West Bengal,Onion,Rabi,179126.62,2802974.95,1598.9,35651.53,284.02,15.648009
2023,Goa,Coconut,Whole Year,26704.0,141821662.15,2828.2,3371327.92,7668.37,5310.876415
2000,Delhi,Cotton(lint),Kharif,1.0,1.0,544.3,98.17,0.26,1.0
2017,Bihar,Urad,Kharif,7924.0,7055.0,1112.0,1247554.56,3011.12,0.884815
2025,Kerala,Tapioca,Whole Year,76538.18,3825492.31,2654.6,13450120.57,21991.98,49.981493
2026,Odisha,Garlic,Whole Year,9605.34,39687.48,1339.2,1383649.95,2997.89,4.131813
2022,Rajasthan,Mustard,Rabi,593195.32,1036840.23,427.9,191344.63,4238.99,1.74789
2004,Punjab,Urad,Kharif,3400.0,1800.0,366.4,368356.0,714.0,0.633333
2019,Jharkhand,Onion,Rabi,156233.14,2992111.24,1214.7,42034.91,336.37,19.151578
2017,Bihar,Potato,Rabi,87938.0,1257276.0,1112.0,13844958.72,33416.44,14.397838
2026,Haryana,Wheat,Rabi,2306582.38,11976517.38,496.9,394227429.48,655128.78,5.192322
2005,Odisha,Moong(Green Gram),Autumn,20063.0,4344.0,1503.4,2405954.96,4213.23,0.175333
2002,Punjab,Masoor,Rabi,4000.0,2700.0,301.8,378680.0,1000.0,0.751111
2005,Puducherry,Dry chillies,Whole Year,8.0,17.0,1434.6,959.36,1.68,2.07
2013,Tamil Nadu,Cardamom,Whole Year,4044.0,366.0,740.9,584317.56,1091.88,0.064167
2005,Jharkhand,Rapeseed &Mustard,Rabi,5989.03,4058.0,965.2,718204.48,1257.7,0.665556
2011,Madhya Pradesh,Masoor,Rabi,586000.0,215179.0,852.6,98166720.0,193380.0,0.395625
2007,Maharashtra,Onion,Rabi,172916.98,3083631.75,2274.4,22808.67,833.74,17.833018
2007,Madhya Pradesh,Sweet potato,Whole Year,3752.0,20560.0,740.4,500516.8,600.32,5.651739
2020,Rajasthan,Mustard,Rabi,1228586.27,2076155.86,264.9,110140.0,7208.55,1.689874
2014,Tamil Nadu,Rice,Kharif,1794991.0,7949437.0,911.3,270971841.4,592347.03,4.730323
2000,Uttar Pradesh,Maize,Kharif,907927.0,1473111.0,874.4,89131193.59,236061.02,1.534783
2002,Gujarat,Guar seed,Whole Year,179600.0,55700.0,458.4,17002732.0,44900.0,0.371
2004,Himachal Pradesh,Rice,Kharif,79519.0,109129.0,939.2,8615088.46,16698.99,1.454545
2009,Punjab,Jowar,Kharif,100.0,100.0,371.3,15582.0,17.0,1.0
2022,Andhra Pradesh,Urad,Kharif,245987.1,268807.45,876.1,32569180.48,65786.58,1.092771
2013,West Bengal,Mesta,Kharif,8443.0,110666.0,1939.9,1219929.07,2279.61,11.676
2002,Bihar,Ragi,Kharif,20695.0,14237.0,1105.8,1959195.65,5173.75,0.736207
2008,Gujarat,Sugarcane,Whole Year,221300.0,15512000.0,746.1,31654752.0,19917.0,70.621765
2023,Bihar,Jowar,Kharif,2297.6,2744.4,1008.7,349202.4,572.88,1.194464
2024,Assam,Sweet potato,Whole Year,6678.79,36443.38,1982.1,1036080.73,1794.19,5.45658
2016,Jammu and Kashmir,other oilseeds,Rabi,1234.0,958.0,902.8,189110.5,431.9,0.786667
2000,Gujarat,Bajra,Kharif,847200.0,550900.0,379.7,83169624.0,220272.0,0.748235
2013,Rajasthan,Groundnut,Kharif,438475.71,757507.62,469.6,72910.04,1695.72,1.727593
2001,Meghalaya,Small millets,Kharif,2720.0,2152.0,4241.0,277793.6,707.2,0.847143
2026,Andhra Pradesh,Niger seed,Kharif,9636.68,4151.42,905.3,1488815.36,2752.59,0.430794
2016,Mizoram,Other  Rabi pulses,Rabi,1217.0,1964.0,2626.8,186505.25,425.95,1.76875
2017,Assam,Dry chillies,Whole Year,20242.0,18994.0,2098.6,3186900.48,7691.96,0.851852
2025,Gujarat,Other Cereals,Kharif,17452.84,19346.25,745.2,2922616.39,4329.59,1.108487
2004,Rajasthan,Barley,Rabi,10653.23,26483.59,471.6,1270.89,46.77,2.485968
2005,Telangana,Cotton(lint),Kharif,2432615.43,1083440.29,1063.3,181414.27,23860.25,0.445381
2023,Chhattisgarh,Tobacco,Whole Year,25.31,17.68,1126.1,3241.42,6.87,0.698473
2009,Karnataka,Other Kharif pulses,Kharif,114169.0,82364.0,1321.0,17789813.58,19408.73,0.6076
2014,Punjab,Urad,Kharif,2200.0,1210.0,382.7,332112.0,726.0,0.523333
2000,Uttarakhand,Garlic,Whole Year,2062.0,16274.0,1413.4,202426.54,536.12,5.604762
2019,Uttar Pradesh,Masoor,Rabi,463374.0,453266.0,814.5,79589118.24,171448.38,0.910541
2018,Karnataka,Sunflower,Kharif,95442.0,81315.0,1419.1,15480692.4,33404.7,0.787692
2007,Uttar Pradesh,Turmeric,Rabi,1368.0,4199.0,672.9,182491.2,218.88,3.044545
2026,Andhra Pradesh,Moong(Green Gram),Kharif,160257.62,137867.35,917.9,23829764.68,42454.14,0.860286
2003,Tamil Nadu,Garlic,Whole Year,595.0,3411.0,345.6,58893.1,142.8,5.54
2006,Odisha,Mustard,Rabi,1080680.6,1453266.49,1493.9,130327.68,5637.32,1.34477
2000,Uttar Pradesh,Cotton(lint),Kharif,5328.0,4759.0,874.4,523049.76,1385.28,1.268235
2019,Jharkhand,Jowar,Kharif,1796.0,1351.0,1137.8,308480.96,664.52,0.816471
2013,Manipur,Peas & beans (Pulses),Rabi,18040.0,16546.0,1428.8,2606599.6,4870.8,0.914444
2024,Andhra Pradesh,Arhar/Tur,Kharif,207812.69,111459.82,997.4,32315614.73,52252.01,0.536348
2017,Karnataka,Mesta,Whole Year,9.0,0.0,1111.7,1416.96,3.42,0.0
2000,Andhra Pradesh,Tapioca,Whole Year,21506.0,166124.0,935.6,2111244.02,5591.56,7.528
2004,Jharkhand,Ragi,Autumn,29029.16,23846.0,1149.2,3145019.19,6096.12,0.81125
2000,West Bengal,Dry chillies,Whole Year,61498.0,54971.0,1907.7,6037258.66,15989.48,0.941111
2013,Chhattisgarh,Mesta,Kharif,1098.0,2005.0,1418.3,158650.02,296.46,2.091667
2018,Kerala,Coconut,Whole Year,760946.81,5299000000.0,2989.7,123425572.6,266331.38,6426.82
2000,Meghalaya,Potato,Whole Year,18318.0,144292.0,6258.8,1798278.06,4762.68,6.954286
2003,Odisha,Ginger,Kharif,15480.0,30020.0,1648.2,1532210.4,3715.2,1.810333
2022,Haryana,Ginger,Whole Year,222.16,2960.11,443.9,34070.48,67.65,13.324193
2023,Kerala,Jowar,Kharif,1318.14,1296.62,2828.7,191572.09,286.42,0.983669
2007,Uttar Pradesh,Rapeseed &Mustard,Rabi,627431.0,726256.0,672.9,83699295.4,100388.96,1.005143
2010,Haryana,Sugarcane,Whole Year,84517.0,604000.0,639.2,14039118.87,20284.08,5.022
2014,Telangana,Bajra,Kharif,1975.0,1851.0,746.4,298146.0,651.75,0.848
2024,Bihar,Khesari,Rabi,92180.71,74781.2,1133.6,12412004.47,25922.19,0.811246
2009,Tamil Nadu,Arecanut,Whole Year,5456.0,10437.0,928.5,850153.92,927.52,1.605
2016,Maharashtra,Mango,Whole Year,197185.47,1448080.75,1914.1,52928.9,954.63,7.34375
2002,Nagaland,Peas & beans (Pulses),Kharif,1100.0,1250.0,1536.6,104137.0,275.0,1.1525
2017,West Bengal,Sugarcane,Whole Year,19160.0,1737321.0,1830.0,3016550.4,7280.8,90.575263
2026,Chhattisgarh,Dry chillies,Whole Year,5454.07,4238.69,1459.5,1025473.35,1782.01,0.777159
2007,Karnataka,Moong(Green Gram),Kharif,520630.0,117008.0,1323.3,69452042.0,83300.8,0.217391
2013,Uttar Pradesh,Lentil,Rabi,20053.44,15692.23,1093.4,1493.07,141.81,0.78252
2005,Tripura,Moong(Green Gram),Kharif,963.0,518.0,1765.9,115482.96,202.23,0.54
2023,Nagaland,Peas & beans (Pulses),Kharif,4482.9,5766.41,1660.5,675963.97,1312.57,1.286312
2008,Puducherry,Sugarcane,Kharif,1945.0,162323.0,1434.6,278212.8,175.05,79.25
2026,Chhattisgarh,Safflower,Rabi,663.5,268.63,1417.9,102417.58,184.52,0.404872
2019,Nagaland,Other Cereals,Kharif,1280.0,1330.0,1593.0,219852.8,473.6,1.041111
2003,Delhi,Arhar/Tur,Kharif,134.0,189.0,962.3,13263.32,32.16,1.41
2016,Haryana,other oilseeds,Rabi,1300.0,1500.0,554.7,199225.0,455.0,1.066667
2023,Jammu and Kashmir,Linseed,Rabi,185.41,149.54,1344.4,26709.93,50.48,0.806517
2024,Himachal Pradesh,Potato,Kharif,6735.48,48820.42,1214.3,1072417.5,1827.16,7.248246
2019,Karnataka,Garlic,Whole Year,1706.0,8741.0,1422.3,293022.56,631.22,5.177727
2009,Meghalaya,Other  Rabi pulses,Rabi,856.0,608.0,2995.9,133381.92,145.52,0.641429
2008,Puducherry,Other Kharif pulses,Kharif,1.0,1.0,1434.6,143.04,0.09,1.0
2003,Arunachal Pradesh,Oilseeds total,Whole Year,28024.0,28478.0,2782.2,2773815.52,6725.76,0.991333
2004,Andhra Pradesh,Cashewnut,Whole Year,150352.0,33571.0,781.8,16289135.68,31573.92,0.256875
2022,Uttarakhand,Wheat,Rabi,372588.69,976764.76,1335.9,49681848.53,102372.78,2.621563
2024,Jharkhand,Wheat,Rabi,86096.03,179997.19,1189.3,13928380.96,29253.81,2.090656
2022,Puducherry,Cashewnut,Kharif,170.05,35.96,1422.1,25362.92,48.41,0.21148
2012,Tamil Nadu,Urad,Kharif,208625.0,88706.0,706.8,31460650.0,64673.75,0.474667
2025,Odisha,Wheat,Summer,3084.61,6102.26,1596.0,408708.4,697.48,1.978291
2011,Arunachal Pradesh,Rice,Kharif,123500.0,159543.0,2193.7,20688720.0,40755.0,1.21875
2019,Madhya Pradesh,Masoor,Rabi,378678.0,294070.0,1446.7,65041733.28,140110.86,0.689592
2024,Gujarat,Onion,Rabi,35740.82,987685.93,769.1,4931196.31,9349.88,27.634674
2008,Karnataka,Jowar,Kharif,242445.0,317400.0,1164.1,34679332.8,21820.05,1.2655
2011,Rajasthan,Bajra,Kharif,829996.3,1210311.65,238.2,124202.67,7738.72,1.458213
2021,Bihar,Peas & beans (Pulses),Rabi,19673.18,20240.51,1160.4,2885782.54,5702.89,1.028838
2014,Chhattisgarh,Arhar/Tur,Kharif,55306.0,35064.0,1274.7,8348993.76,18250.98,0.592963
2009,Andhra Pradesh,Sweet potato,Whole Year,886.0,6781.0,711.0,138056.52,150.62,7.28625
2023,Haryana,Ginger,Whole Year,214.08,2728.81,485.4,34175.16,76.77,12.746601
2026,Chhattisgarh,Cotton(lint),Kharif,315.45,707.59,1113.1,53847.64,111.33,2.243117
2015,Haryana,Jowar,Kharif,55000.0,30000.0,426.8,8685050.0,18150.0,0.628889
2025,Uttarakhand,Groundnut,Kharif,1117.94,1583.45,1435.1,176095.01,308.11,1.416395
2011,Uttar Pradesh,Arhar/Tur,Kharif,319506.0,333810.0,777.4,53523645.12,105436.98,0.977222
2011,Bihar,Tobacco,Whole Year,9942.0,18741.0,1097.1,1665483.84,3280.86,1.892727
2006,Chhattisgarh,Ginger,Whole Year,1888.0,2089.0,1317.2,241116.48,415.36,1.158125
2001,Chhattisgarh,Soyabean,Kharif,10622.0,8162.0,1550.0,1084824.86,2761.72,0.915333
2021,West Bengal,Soyabean,Kharif,542.92,463.69,1730.3,71936.59,130.42,0.85408
2024,Bihar,Mango,Whole Year,220297.39,1849624.23,1137.5,40160.1,2652.95,8.396034
2002,Maharashtra,Sunflower,Kharif,97400.0,46500.0,967.4,9220858.0,24350.0,0.496364
2010,Meghalaya,Ginger,Kharif,9438.0,56622.0,3119.7,1567746.18,2265.12,7.162857
2014,Haryana,Barley,Rabi,35000.0,110000.0,301.3,5283600.0,11550.0,2.976364
2014,Tripura,Groundnut,Kharif,249.0,268.0,2015.7,37589.04,82.17,1.0675
2011,Tamil Nadu,Horse-gram,Whole Year,68968.0,37181.0,926.5,11553519.36,22759.44,0.5356
2009,Himachal Pradesh,Urad,Kharif,10007.0,1982.0,969.9,1559290.74,1701.19,0.284545
2014,West Bengal,Other Kharif pulses,Kharif,951.0,636.0,1483.5,143562.96,313.83,0.545714
2004,Madhya Pradesh,Horse-gram,Kharif,29682.0,7675.0,895.7,3215747.88,6233.22,0.278235
2021,Telangana,Horse-gram,Kharif,802.72,543.97,1147.4,146941.72,274.27,0.677664
2014,Himachal Pradesh,Ginger,Kharif,2144.0,14712.0,1019.9,323658.24,707.52,6.611
2000,Madhya Pradesh,Sannhamp,Whole Year,6422.0,9072.0,723.3,630447.74,1669.72,1.580667
2001,Nagaland,Rapeseed &Mustard,Rabi,16000.0,15390.0,1532.0,1634080.0,4160.0,0.95125
2015,Madhya Pradesh,Other  Rabi pulses,Rabi,39000.0,43549.0,1000.7,6158490.0,12870.0,1.1
2011,Haryana,Bajra,Kharif,576167.0,1175000.0,471.5,96519495.84,190135.11,1.835714
2016,Mizoram,Tapioca,Kharif,164.0,1884.0,2626.8,25133.0,57.4,10.206667
2022,Karnataka,Tapioca,Whole Year,867.1,8341.25,991.2,138889.77,226.98,9.619692
2008,Mizoram,Tobacco,Whole Year,484.0,276.0,1912.1,69231.36,43.56,0.49
2016,West Bengal,Jowar,Autumn,26.0,10.0,1795.8,3984.5,9.1,0.38
2024,Telangana,Cowpea(Lobia),Kharif,3211.25,3471.67,964.0,585107.51,1071.46,1.081097
2019,Sikkim,Other Cereals,Kharif,3136.0,3088.0,2740.0,538639.36,1160.32,0.9725
2013,West Bengal,Ragi,Rabi,10107.0,11068.0,1939.9,1460360.43,2728.89,0.694
2023,Jammu and Kashmir,Sesamum,Kharif,5009.44,2174.49,1223.1,682420.34,1370.66,0.434078
2007,Kerala,Cotton(lint),Kharif,1295.0,1680.0,3489.6,172753.0,207.2,0.65
2012,Kerala,Black pepper,Whole Year,84707.0,46298.0,2187.6,12773815.6,26259.17,0.391429
2023,Odisha,Mustard,Rabi,1132049.01,1888620.75,1568.4,256168.1,13889.45,1.668321
2001,Madhya Pradesh,Gram,Rabi,2547801.0,2405124.0,955.0,260206916.1,662428.26,0.886444
2011,Tripura,Peas & beans (Pulses),Rabi,890.0,690.0,2295.6,149092.8,293.7,0.78
2000,Uttarakhand,Other  Rabi pulses,Rabi,127.0,54.0,1413.4,12467.59,33.02,0.39375
2018,Puducherry,Turmeric,Kharif,6.0,15.0,1693.9,973.2,2.1,2.5
2024,Puducherry,Small millets,Kharif,5.16,8.24,1550.5,782.33,1.67,1.598934
2013,Tripura,Cotton(lint),Kharif,949.0,1395.0,2043.5,137121.01,256.23,1.45375
2024,Jharkhand,Sesamum,Kharif,12839.73,5059.42,1191.6,2178869.71,4602.03,0.394044
2022,West Bengal,Rice,Autumn,2070849.66,6751860.89,1628.4,278021811.7,449938.07,3.26043
2022,Chhattisgarh,Masoor,Rabi,15143.82,5292.98,1173.5,2131414.32,4210.57,0.349514
2012,Himachal Pradesh,Rice,Kharif,75380.0,111252.0,1035.0,11367304.0,23367.8,1.577273
2018,Meghalaya,Masoor,Rabi,1258.0,1393.0,5649.1,204047.6,440.3,1.321429
2019,Mizoram,Potato,Kharif,53.0,177.0,2178.5,9103.28,19.61,4.245
2003,West Bengal,Peas & beans (Pulses),Rabi,14607.0,17206.0,1526.7,1445800.86,3505.68,1.140588
2004,Tamil Nadu,Niger seed,Kharif,1239.0,0.0,1034.0,134233.26,260.19,0.0
2026,Punjab,Mustard,Rabi,346594.44,619613.22,632.9,66299.52,4279.01,1.787718
2012,Uttarakhand,Garlic,Whole Year,3551.0,28056.0,1309.8,535490.8,1100.81,6.268636
2015,Uttar Pradesh,Rice,Kharif,5837445.0,12434053.0,596.7,921790939.9,1926356.85,2.096133
2024,Meghalaya,Masoor,Rabi,939.24,1956.77,3386.3,181613.02,359.2,2.083354
2001,Haryana,Gram,Rabi,142476.0,122000.0,483.8,14551073.88,37043.76,0.587895
